,claw_length_cm,endangered,size_cm,specie,sub_specie,tail_length_cm,weight_kg
2370,9.089,least_concern,61.728,three_toed,Brown-throated sloth,6.575,3.797
2371,5.964,least_concern,60.921,three_toed,Brown-throated sloth,6.95,4.709
2372,8.123,least_concern,59.89,three_toed,Brown-throated sloth,5.462,5.582
2373,6.807,least_concern,60.583,three_toed,Brown-throated sloth,5.452,3.406
2374,8.596,least_concern,61.966,three_toed,Brown-throated sloth,4.916,2.748
2375,7.276,least_concern,60.951,three_toed,Brown-throated sloth,6.345,4.549
2376,7.712,least_concern,61.669,three_toed,Brown-throated sloth,5.154,2.472
2377,8.219,least_concern,60.716,three_toed,Brown-throated sloth,6.807,4.609
2378,6.541,least_concern,60.621,three_toed,Brown-throated sloth,6.066,5.135
2379,6.982,least_concern,61.233,three_toed,Brown-throated sloth,5.571,4.587
2380,7.145,least_concern,62.519,three_toed,Brown-throated sloth,5.817,2.931
2381,7.055,least_concern,60.499,three_toed,Brown-throated sloth,5.859,5.875
2382,5.825,least_concern,61.389,three_toed,Brown-throated sloth,5.691,4.857
2383,7.635,least_concern,61.103,three_toed,Brown-throated sloth,6.325,3.251
2384,9.899,least_concern,61.02,three_toed,Brown-throated sloth,6.944,4.521
2385,9.193,least_concern,62.923,three_toed,Brown-throated sloth,7.498,3.42
2386,8.435,least_concern,63.497,three_toed,Brown-throated sloth,5.084,3.958
2387,7.961,least_concern,59.669,three_toed,Brown-throated sloth,5.076,4.998
2388,7.197,least_concern,60.097,three_toed,Brown-throated sloth,4.656,5.939
2389,8.835,least_concern,60.013,three_toed,Brown-throated sloth,5.272,4.537
2390,6.882,least_concern,61.409,three_toed,Brown-throated sloth,5.705,3.986
2391,7.14,least_concern,60.352,three_toed,Brown-throated sloth,4.974,2.753
2392,8.274,least_concern,62.427,three_toed,Brown-throated sloth,4.721,3.716
2393,8.806,least_concern,59.394,three_toed,Brown-throated sloth,5.166,4.162
2394,6.944,least_concern,59.805,three_toed,Brown-throated sloth,5.364,3.767
2395,7.979,least_concern,60.336,three_toed,Brown-throated sloth,6.549,4.909
2396,8.33,least_concern,60.675,three_toed,Brown-throated sloth,7.111,4.408
2397,9.057,least_concern,61.571,three_toed,Brown-throated sloth,5.724,3.268
2398,6.225,least_concern,61.03,three_toed,Brown-throated sloth,5.356,3.816
2399,7.93,least_concern,61.284,three_toed,Brown-throated sloth,7.722,4.934
2400,7.441,least_concern,60.426,three_toed,Brown-throated sloth,6.938,2.595
2401,8.622,least_concern,59.613,three_toed,Brown-throated sloth,4.949,4.039
2402,6.341,least_concern,60.639,three_toed,Brown-throated sloth,6.79,4.098
2403,8.545,least_concern,60.296,three_toed,Brown-throated sloth,3.126,4.614
2404,7.498,least_concern,61.677,three_toed,Brown-throated sloth,7.152,3.357
2405,5.147,least_concern,63.029,three_toed,Brown-throated sloth,6.289,5.08
2406,8.472,least_concern,62.125,three_toed,Brown-throated sloth,4.281,4.322
2407,7.028,least_concern,60.892,three_toed,Brown-throated sloth,4.961,4.624
2408,7.836,least_concern,61.367,three_toed,Brown-throated sloth,6.219,4.923
2409,8.312,least_concern,63.04,three_toed,Brown-throated sloth,6.962,3.261
2410,7.399,least_concern,60.814,three_toed,Brown-throated sloth,4.864,5.112
2411,8.462,least_concern,59.705,three_toed,Brown-throated sloth,6.087,1.308
2412,5.876,least_concern,61.531,three_toed,Brown-throated sloth,4.787,3.721
2413,9.234,least_concern,59.559,three_toed,Brown-throated sloth,5.037,4.524
2414,9.205,least_concern,60.31,three_toed,Brown-throated sloth,4.825,3.53
2415,7.561,least_concern,61.383,three_toed,Brown-throated sloth,3.959,5.119
2416,6.264,least_concern,62.026,three_toed,Brown-throated sloth,6.572,3.355
2417,6.989,least_concern,61.925,three_toed,Brown-throated sloth,5.772,3.421
2418,6.577,least_concern,62.327,three_toed,Brown-throated sloth,3.899,3.019
2419,7.803,least_concern,60.875,three_toed,Brown-throated sloth,5.672,4.716
2420,4.731,least_concern,61.292,three_toed,Brown-throated sloth,5.471,4.294
2421,6.276,least_concern,60.674,three_toed,Brown-throated sloth,6.193,3.174
2422,6.882,least_concern,61.812,three_toed,Brown-throated sloth,5.35,4.346
2423,7.473,least_concern,61.829,three_toed,Brown-throated sloth,6.2,4.298
2424,6.688,least_concern,62.175,three_toed,Brown-throated sloth,6.236,4.538
2425,6.903,least_concern,61.126,three_toed,Brown-throated sloth,4.933,4.386
2426,6.848,least_concern,60.982,three_toed,Brown-throated sloth,5.189,3.733
2427,7.883,least_concern,61.796,three_toed,Brown-throated sloth,5.801,3.815
2428,6.182,least_concern,61.175,three_toed,Brown-throated sloth,6.279,3.65
2429,7.525,least_concern,61.126,three_toed,Brown-throated sloth,6.792,3.355
2430,4.705,least_concern,61.417,three_toed,Brown-throated sloth,4.746,3.859
2431,8.08,least_concern,62.21,three_toed,Brown-throated sloth,6.161,5.876
2432,6.641,least_concern,59.059,three_toed,Brown-throated sloth,7.863,4.045
2433,6.586,least_concern,61.751,three_toed,Brown-throated sloth,5.097,5.424
2434,9.398,least_concern,63.496,three_toed,Brown-throated sloth,6.23,2.274
2435,7.22,least_concern,62.884,three_toed,Brown-throated sloth,5.7,4.452
2436,6.734,least_concern,60.777,three_toed,Brown-throated sloth,5.003,2.939
2437,7.652,least_concern,60.377,three_toed,Brown-throated sloth,6.021,4.502
2438,7.113,least_concern,61.82,three_toed,Brown-throated sloth,5.378,3.039
2439,7.471,least_concern,60.56,three_toed,Brown-throated sloth,5.86,4.996
2440,7.11,least_concern,60.185,three_toed,Brown-throated sloth,3.208,4.292
2441,6.78,least_concern,61.71,three_toed,Brown-throated sloth,5.632,3.476
2442,7.977,least_concern,62.336,three_toed,Brown-throated sloth,5.354,4.437
2443,6.603,least_concern,60.158,three_toed,Brown-throated sloth,3.784,4.232
2444,6.635,least_concern,59.205,three_toed,Brown-throated sloth,5.657,5.282
2445,5.708,least_concern,61.71,three_toed,Brown-throated sloth,4.626,3.992
2446,6.497,least_concern,58.676,three_toed,Brown-throated sloth,6.766,4.827
2447,8.127,least_concern,60.91,three_toed,Brown-throated sloth,6.438,4.798
2448,8.253,least_concern,59.949,three_toed,Brown-throated sloth,6.465,5.541
2449,9.02,least_concern,62.132,three_toed,Brown-throated sloth,7.859,5.265
2450,6.277,least_concern,60.414,three_toed,Brown-throated sloth,5.269,2.186
2451,8.076,least_concern,61.158,three_toed,Brown-throated sloth,5.02,5.709
2452,7.291,least_concern,62.961,three_toed,Brown-throated sloth,6.921,4.552
2453,6.391,least_concern,61.569,three_toed,Brown-throated sloth,4.843,4.833
2454,6.686,least_concern,60.074,three_toed,Brown-throated sloth,5.732,4.448
2455,6.685,least_concern,59.82,three_toed,Brown-throated sloth,6.855,4.22
2456,9.237,least_concern,61.494,three_toed,Brown-throated sloth,5.294,3.489
2457,8.149,least_concern,61.893,three_toed,Brown-throated sloth,5.738,4.804
2458,7.557,least_concern,61.346,three_toed,Brown-throated sloth,5.173,3.955
2459,6.712,least_concern,61.243,three_toed,Brown-throated sloth,5.589,5.493
2460,9.133,least_concern,60.732,three_toed,Brown-throated sloth,6.1,2.761
2461,6.859,least_concern,62.306,three_toed,Brown-throated sloth,7.771,3.794
2462,7.194,least_concern,60.768,three_toed,Brown-throated sloth,4.89,1.848
2463,9.323,least_concern,61.272,three_toed,Brown-throated sloth,5.395,5.001
2464,6.723,least_concern,61.848,three_toed,Brown-throated sloth,6.139,3.412
2465,6.822,least_concern,60.63,three_toed,Brown-throated sloth,6.199,3.514
2466,8.848,least_concern,61.204,three_toed,Brown-throated sloth,4.845,3.762
2467,6.559,least_concern,59.698,three_toed,Brown-throated sloth,7.468,3.771
2468,7.797,least_concern,59.963,three_toed,Brown-throated sloth,5.517,4.037
2469,8.408,least_concern,62.477,three_toed,Brown-throated sloth,6.323,4.45
2470,7.15,least_concern,62.434,three_toed,Brown-throated sloth,6.548,5.823
2471,5.919,least_concern,61.401,three_toed,Brown-throated sloth,6.399,4.023
2472,7.349,least_concern,61.087,three_toed,Brown-throated sloth,5.304,3.305
2473,6.063,least_concern,61.389,three_toed,Brown-throated sloth,7.142,4.72
2474,6.956,least_concern,58.665,three_toed,Brown-throated sloth,7.18,2.366
2475,8.299,least_concern,63.829,three_toed,Brown-throated sloth,7.452,2.844
2476,6.631,least_concern,61.311,three_toed,Brown-throated sloth,8.053,3.742
2477,6.646,least_concern,60.706,three_toed,Brown-throated sloth,6.769,4.884
2478,7.562,least_concern,62.628,three_toed,Brown-throated sloth,5.941,3.182
2479,7.074,least_concern,61.834,three_toed,Brown-throated sloth,6.532,6.59
2480,6.286,least_concern,60.729,three_toed,Brown-throated sloth,4.153,5.461
2481,8.336,least_concern,61.847,three_toed,Brown-throated sloth,5.178,3.269
2482,7.647,least_concern,62.391,three_toed,Brown-throated sloth,4.315,4.944
2483,7.309,least_concern,61.124,three_toed,Brown-throated sloth,6.193,5.779
2484,5.652,least_concern,60.462,three_toed,Brown-throated sloth,5.283,4.643
2485,6.87,least_concern,60.375,three_toed,Brown-throated sloth,6.424,3.29
2486,7.38,least_concern,61.559,three_toed,Brown-throated sloth,5.384,3.817
2487,7.861,least_concern,60.789,three_toed,Brown-throated sloth,4.103,3.765
2488,9.13,least_concern,61.826,three_toed,Brown-throated sloth,5.213,5.502
2489,7.336,least_concern,59.474,three_toed,Brown-throated sloth,6.859,3.936
2490,7.64,least_concern,61.425,three_toed,Brown-throated sloth,5.635,2.829
2491,8.64,least_concern,60.609,three_toed,Brown-throated sloth,5.881,4.519
2492,8.048,least_concern,61.297,three_toed,Brown-throated sloth,4.139,5.738
2493,8.072,least_concern,61.773,three_toed,Brown-throated sloth,5.239,4.702
2494,6.643,least_concern,61.585,three_toed,Brown-throated sloth,4.703,3.987
2495,8.079,least_concern,61.446,three_toed,Brown-throated sloth,5.033,5.246
2496,6.399,least_concern,61.132,three_toed,Brown-throated sloth,4.972,4.18
2497,7.57,least_concern,59.831,three_toed,Brown-throated sloth,8.538,3.896
2498,8.499,least_concern,60.193,three_toed,Brown-throated sloth,5.742,5.129
2499,6.641,least_concern,61.565,three_toed,Brown-throated sloth,5.98,5.492
2500,8.523,least_concern,59.181,three_toed,Brown-throated sloth,5.956,4.601
2501,7.418,least_concern,61.384,three_toed,Brown-throated sloth,6.597,3.733
2502,6.526,least_concern,59.924,three_toed,Brown-throated sloth,5.656,4.799
2503,8.325,least_concern,62.601,three_toed,Brown-throated sloth,7.138,3.637
2504,6.05,least_concern,60.422,three_toed,Brown-throated sloth,7.069,3.975
2505,8.632,least_concern,60.565,three_toed,Brown-throated sloth,5.587,4.598
2506,7.218,least_concern,60.096,three_toed,Brown-throated sloth,4.334,3.544
2507,5.853,least_concern,61.127,three_toed,Brown-throated sloth,5.736,3.828
2508,7.264,least_concern,62.626,three_toed,Brown-throated sloth,5.58,6.497
2509,7.793,least_concern,59.579,three_toed,Brown-throated sloth,7.74,4.365
2510,8.033,least_concern,61.98,three_toed,Brown-throated sloth,4.603,5.149
2511,5.229,least_concern,59.31,three_toed,Brown-throated sloth,4.285,3.736
2512,7.556,least_concern,62.067,three_toed,Brown-throated sloth,6.583,4.125
2513,5.783,least_concern,61.714,three_toed,Brown-throated sloth,6.315,3.266
2514,8.304,least_concern,58.335,three_toed,Brown-throated sloth,7.178,4.98
2515,6.381,least_concern,61.549,three_toed,Brown-throated sloth,4.702,4.545
2516,5.78,least_concern,62.193,three_toed,Brown-throated sloth,5.496,3.33
2517,7.797,least_concern,62.232,three_toed,Brown-throated sloth,6.102,0.946
2518,7.589,least_concern,59.812,three_toed,Brown-throated sloth,5.445,4.745
2519,7.129,least_concern,60.989,three_toed,Brown-throated sloth,5.325,2.885
2520,7.371,least_concern,60.382,three_toed,Brown-throated sloth,5.656,4.105
2521,8.763,least_concern,62.822,three_toed,Brown-throated sloth,7.64,3.312
2522,7.618,least_concern,60.808,three_toed,Brown-throated sloth,6.245,4.396
2523,8.242,least_concern,60.888,three_toed,Brown-throated sloth,5.709,5.141
2524,6.627,least_concern,60.445,three_toed,Brown-throated sloth,6.177,5.317
2525,6.039,least_concern,62.145,three_toed,Brown-throated sloth,6.228,2.095
2526,6.728,least_concern,61.794,three_toed,Brown-throated sloth,5.251,2.731
2527,7.788,least_concern,60.046,three_toed,Brown-throated sloth,5.851,4.47
2528,8.754,least_concern,60.371,three_toed,Brown-throated sloth,6.579,3.501
2529,8.644,least_concern,63.277,three_toed,Brown-throated sloth,5.169,3.885
2530,6.729,least_concern,60.022,three_toed,Brown-throated sloth,6.358,5.938
2531,7.405,least_concern,60.42,three_toed,Brown-throated sloth,3.205,4.45
2532,6.084,least_concern,60.562,three_toed,Brown-throated sloth,6.556,5.789
2533,7.266,least_concern,61.928,three_toed,Brown-throated sloth,4.064,4.985
2534,6.679,least_concern,61.228,three_toed,Brown-throated sloth,4.331,4.872
2535,7.848,least_concern,60.674,three_toed,Brown-throated sloth,4.743,4.109
2536,6.565,least_concern,60.029,three_toed,Brown-throated sloth,7.405,5.478
2537,7.919,least_concern,61.203,three_toed,Brown-throated sloth,4.851,6.076
2538,6.992,least_concern,63.17,three_toed,Brown-throated sloth,6.047,4.275
2539,7.763,least_concern,59.969,three_toed,Brown-throated sloth,6.139,4.276
2540,7.568,least_concern,61.385,three_toed,Brown-throated sloth,5.573,4.17
2541,6.863,least_concern,61.455,three_toed,Brown-throated sloth,6.16,5.153
2542,6.75,least_concern,60.588,three_toed,Brown-throated sloth,7.087,4.021
2543,7.036,least_concern,62.225,three_toed,Brown-throated sloth,6.189,3.738
2544,7.317,least_concern,60.544,three_toed,Brown-throated sloth,5.459,5.617
2545,7.043,least_concern,60.372,three_toed,Brown-throated sloth,6.656,2.568
2546,8.153,least_concern,61.051,three_toed,Brown-throated sloth,6.387,5.186
2547,9.312,least_concern,60.659,three_toed,Brown-throated sloth,8.368,4.575
2548,8.292,least_concern,61.186,three_toed,Brown-throated sloth,6.177,5.169
2549,8.892,least_concern,63.207,three_toed,Brown-throated sloth,6.297,4.834
2550,8.421,least_concern,60.12,three_toed,Brown-throated sloth,6.232,3.299
2551,7.815,least_concern,59.767,three_toed,Brown-throated sloth,6.406,2.304
2552,7.245,least_concern,61.301,three_toed,Brown-throated sloth,6.283,3.949
2553,6.83,least_concern,62.473,three_toed,Brown-throated sloth,5.457,5.207
2554,8.414,least_concern,61.298,three_toed,Brown-throated sloth,5.564,3.426
2555,7.783,least_concern,60.989,three_toed,Brown-throated sloth,5.195,3.502
2556,8.435,least_concern,62.136,three_toed,Brown-throated sloth,6.548,5.195
2557,6.821,least_concern,59.892,three_toed,Brown-throated sloth,5.461,2.658
2558,7.172,least_concern,61.737,three_toed,Brown-throated sloth,6.75,3.799
2559,9.625,least_concern,60.794,three_toed,Brown-throated sloth,6.466,5.042
2560,7.32,least_concern,62.273,three_toed,Brown-throated sloth,6.125,4.972
2561,7.658,least_concern,60.959,three_toed,Brown-throated sloth,6.115,3.627
2562,6.199,least_concern,61.255,three_toed,Brown-throated sloth,5.707,4.335
2563,8.302,least_concern,62.31,three_toed,Brown-throated sloth,5.976,3.592
2564,8.215,least_concern,63.213,three_toed,Brown-throated sloth,3.864,3.59
2565,8.957,least_concern,59.32,three_toed,Brown-throated sloth,6.952,5.606
2566,8.411,least_concern,63.19,three_toed,Brown-throated sloth,6.344,4.685
2567,6.671,least_concern,60.936,three_toed,Brown-throated sloth,4.629,2.614
2568,7.092,least_concern,61.196,three_toed,Brown-throated sloth,3.731,2.598
2569,8.342,least_concern,62.557,three_toed,Brown-throated sloth,3.564,4.524
2570,8.791,least_concern,61.253,three_toed,Brown-throated sloth,5.086,4.023
2571,7.196,least_concern,60.361,three_toed,Brown-throated sloth,5.092,4.586
2572,7.22,least_concern,61.251,three_toed,Brown-throated sloth,6.199,3.934
2573,7.231,least_concern,59.543,three_toed,Brown-throated sloth,5.508,5.496
2574,8.716,least_concern,60.874,three_toed,Brown-throated sloth,5.157,6.473
2575,7.542,least_concern,61.216,three_toed,Brown-throated sloth,4.805,4.739
2576,6.78,least_concern,61.642,three_toed,Brown-throated sloth,5.393,5.114
2577,6.641,least_concern,58.99,three_toed,Brown-throated sloth,4.65,5.414
2578,6.038,least_concern,60.226,three_toed,Brown-throated sloth,6.895,4.143
2579,8.621,least_concern,60.69,three_toed,Brown-throated sloth,6.119,5.981
2580,7.072,least_concern,62.188,three_toed,Brown-throated sloth,6.943,1.812
2581,7.48,least_concern,61.684,three_toed,Brown-throated sloth,3.796,3.683
2582,7.119,least_concern,60.724,three_toed,Brown-throated sloth,6.151,5.404
2583,6.486,least_concern,61.302,three_toed,Brown-throated sloth,3.634,5.202
2584,7.411,least_concern,62.027,three_toed,Brown-throated sloth,5.304,3.384
2585,8.313,least_concern,60.784,three_toed,Brown-throated sloth,5.781,3.142
2586,7.241,least_concern,61.874,three_toed,Brown-throated sloth,6.415,4.692
2587,6.481,least_concern,61.751,three_toed,Brown-throated sloth,6.917,6.34
2588,7.351,least_concern,61.034,three_toed,Brown-throated sloth,6.659,5.047
2589,6.723,least_concern,61.606,three_toed,Brown-throated sloth,6.276,3.589
2590,7.014,least_concern,60.254,three_toed,Brown-throated sloth,2.694,3.978
2591,9.009,least_concern,62.625,three_toed,Brown-throated sloth,4.715,4.635
2592,5.624,least_concern,60.774,three_toed,Brown-throated sloth,5.365,5.566
2593,8.532,least_concern,60.368,three_toed,Brown-throated sloth,4.711,3.66
2594,8.469,least_concern,60.345,three_toed,Brown-throated sloth,4.639,5.159
2595,9.067,least_concern,59.849,three_toed,Brown-throated sloth,5.088,5.001
2596,9.021,least_concern,60.938,three_toed,Brown-throated sloth,6.814,3.938
2597,8.937,least_concern,60.495,three_toed,Brown-throated sloth,6.075,5.387
2598,7.594,least_concern,61.318,three_toed,Brown-throated sloth,6.003,3.775
2599,6.176,least_concern,61.971,three_toed,Brown-throated sloth,6.153,4.121
2600,7.841,least_concern,59.025,three_toed,Brown-throated sloth,4.751,3.376
2601,5.603,least_concern,60.841,three_toed,Brown-throated sloth,6.356,4.794
2602,8.467,least_concern,61.097,three_toed,Brown-throated sloth,6.723,3.842
2603,9.113,least_concern,60.589,three_toed,Brown-throated sloth,5.947,5.339
2604,7.4,least_concern,61.111,three_toed,Brown-throated sloth,5.795,4.497
2605,7.891,least_concern,60.821,three_toed,Brown-throated sloth,5.976,3.339
2606,7.609,least_concern,60.09,three_toed,Brown-throated sloth,5.38,5.642
2607,7.206,least_concern,61.676,three_toed,Brown-throated sloth,6.724,4.866
2608,8.793,least_concern,60.129,three_toed,Brown-throated sloth,6.483,6.549
2609,8.106,least_concern,61.471,three_toed,Brown-throated sloth,7.198,4.553
2610,6.279,least_concern,61.668,three_toed,Brown-throated sloth,4.386,4.108
2611,8.101,least_concern,60.059,three_toed,Brown-throated sloth,5.553,4.539
2612,7.274,least_concern,60.028,three_toed,Brown-throated sloth,5.42,3.916
2613,7.666,least_concern,61.504,three_toed,Brown-throated sloth,5.578,5.24
2614,7.235,least_concern,60.886,three_toed,Brown-throated sloth,6.438,3.849
2615,5.944,least_concern,61.261,three_toed,Brown-throated sloth,5.805,5.002
2616,7.239,least_concern,60.384,three_toed,Brown-throated sloth,4.608,4.258
2617,7.159,least_concern,60.845,three_toed,Brown-throated sloth,6.345,4.117
2618,6.667,least_concern,59.462,three_toed,Brown-throated sloth,5.465,4.254
2619,8.975,least_concern,60.16,three_toed,Brown-throated sloth,5.0,4.156
2620,5.73,least_concern,61.274,three_toed,Brown-throated sloth,6.784,4.645
2621,7.88,least_concern,61.825,three_toed,Brown-throated sloth,5.204,6.195
2622,6.576,least_concern,61.634,three_toed,Brown-throated sloth,4.249,3.205
2623,6.787,least_concern,59.224,three_toed,Brown-throated sloth,6.361,5.75
2624,6.673,least_concern,62.478,three_toed,Brown-throated sloth,7.511,4.802
2625,8.039,least_concern,62.686,three_toed,Brown-throated sloth,6.036,4.899
2626,8.564,least_concern,60.617,three_toed,Brown-throated sloth,3.816,4.08
2627,6.396,least_concern,60.031,three_toed,Brown-throated sloth,5.667,3.792
2628,6.576,least_concern,62.14,three_toed,Brown-throated sloth,4.827,3.867
2629,7.34,least_concern,59.545,three_toed,Brown-throated sloth,5.545,5.46
2630,7.909,least_concern,60.701,three_toed,Brown-throated sloth,5.865,5.062
2631,8.728,least_concern,60.392,three_toed,Brown-throated sloth,5.734,2.95
2632,8.506,least_concern,62.028,three_toed,Brown-throated sloth,6.043,4.117
2633,7.517,least_concern,60.203,three_toed,Brown-throated sloth,5.365,3.154
2634,7.645,least_concern,60.873,three_toed,Brown-throated sloth,5.451,3.962
2635,7.298,least_concern,60.7,three_toed,Brown-throated sloth,5.728,3.659
2636,9.476,least_concern,59.687,three_toed,Brown-throated sloth,4.917,2.141
2637,8.031,least_concern,59.664,three_toed,Brown-throated sloth,5.772,4.052
2638,7.578,least_concern,59.674,three_toed,Brown-throated sloth,5.742,4.251
2639,7.634,least_concern,62.082,three_toed,Brown-throated sloth,5.213,2.459
2640,7.532,least_concern,60.023,three_toed,Brown-throated sloth,6.027,4.946
2641,7.813,least_concern,58.797,three_toed,Brown-throated sloth,4.57,5.139
2642,6.753,least_concern,61.23,three_toed,Brown-throated sloth,5.359,3.574
2643,6.66,least_concern,61.065,three_toed,Brown-throated sloth,6.325,4.647
2644,7.257,least_concern,61.645,three_toed,Brown-throated sloth,4.844,3.472
2645,6.174,least_concern,60.221,three_toed,Brown-throated sloth,6.019,4.092
2646,9.079,least_concern,60.745,three_toed,Brown-throated sloth,4.969,2.357
2647,6.723,least_concern,60.181,three_toed,Brown-throated sloth,5.393,5.159
2648,7.938,least_concern,59.429,three_toed,Brown-throated sloth,6.156,3.313
2649,7.589,least_concern,59.457,three_toed,Brown-throated sloth,6.721,4.003
2650,5.964,least_concern,61.224,three_toed,Brown-throated sloth,5.022,3.983
2651,6.831,least_concern,61.876,three_toed,Brown-throated sloth,6.549,2.52
2652,7.162,least_concern,61.619,three_toed,Brown-throated sloth,6.785,5.023
2653,6.649,least_concern,60.229,three_toed,Brown-throated sloth,6.951,5.157
2654,7.299,least_concern,60.461,three_toed,Brown-throated sloth,6.73,4.391
2655,7.436,least_concern,61.692,three_toed,Brown-throated sloth,5.813,5.16
2656,5.885,least_concern,61.598,three_toed,Brown-throated sloth,5.723,3.331
2657,7.663,least_concern,60.143,three_toed,Brown-throated sloth,8.389,4.406
2658,6.473,least_concern,61.467,three_toed,Brown-throated sloth,7.374,5.321
2659,7.381,least_concern,60.709,three_toed,Brown-throated sloth,5.782,4.367
2660,8.221,least_concern,60.175,three_toed,Brown-throated sloth,5.77,3.829
2661,8.169,least_concern,61.565,three_toed,Brown-throated sloth,5.054,3.995
2662,8.437,least_concern,63.317,two_toed,Linnaeus’s two-toed sloth,1.688,7.632
2663,9.203,least_concern,67.519,two_toed,Linnaeus’s two-toed sloth,-1.006,6.349
2664,9.574,least_concern,65.167,two_toed,Linnaeus’s two-toed sloth,-0.03,6.125
2665,9.541,least_concern,67.293,two_toed,Linnaeus’s two-toed sloth,1.319,6.089
2666,9.14,least_concern,65.032,two_toed,Linnaeus’s two-toed sloth,0.237,6.34
2667,7.748,least_concern,64.756,two_toed,Linnaeus’s two-toed sloth,-1.163,6.004
2668,10.104,least_concern,66.346,two_toed,Linnaeus’s two-toed sloth,0.427,5.399
2669,7.47,least_concern,63.149,two_toed,Linnaeus’s two-toed sloth,-0.453,5.917
2670,8.756,least_concern,66.17,two_toed,Linnaeus’s two-toed sloth,1.126,7.426
2671,7.024,least_concern,65.752,two_toed,Linnaeus’s two-toed sloth,0.135,5.131
2672,7.645,least_concern,66.346,two_toed,Linnaeus’s two-toed sloth,-1.339,5.594
2673,8.361,least_concern,65.435,two_toed,Linnaeus’s two-toed sloth,-0.1,6.282
2674,8.193,least_concern,66.049,two_toed,Linnaeus’s two-toed sloth,0.54,6.466
2675,10.096,least_concern,67.758,two_toed,Linnaeus’s two-toed sloth,0.261,7.872
2676,10.043,least_concern,64.936,two_toed,Linnaeus’s two-toed sloth,0.881,7.505
2677,8.609,least_concern,65.143,two_toed,Linnaeus’s two-toed sloth,1.538,5.676
2678,8.595,least_concern,66.694,two_toed,Linnaeus’s two-toed sloth,0.183,7.07
2679,6.937,least_concern,65.334,two_toed,Linnaeus’s two-toed sloth,0.096,6.671
2680,9.489,least_concern,66.819,two_toed,Linnaeus’s two-toed sloth,0.231,6.536
2681,8.996,least_concern,67.573,two_toed,Linnaeus’s two-toed sloth,1.384,5.815
2682,8.282,least_concern,65.293,two_toed,Linnaeus’s two-toed sloth,-0.044,6.213
2683,8.802,least_concern,65.675,two_toed,Linnaeus’s two-toed sloth,0.347,7.265
2684,9.152,least_concern,65.473,two_toed,Linnaeus’s two-toed sloth,0.233,8.044
2685,8.04,least_concern,66.339,two_toed,Linnaeus’s two-toed sloth,-1.081,7.482
2686,8.201,least_concern,64.569,two_toed,Linnaeus’s two-toed sloth,-1.56,6.293
2687,10.669,least_concern,65.799,two_toed,Linnaeus’s two-toed sloth,-1.326,6.918
2688,10.909,least_concern,66.943,two_toed,Linnaeus’s two-toed sloth,-2.9,5.707
2689,6.422,least_concern,66.1,two_toed,Linnaeus’s two-toed sloth,-0.22,6.272
2690,8.745,least_concern,67.609,two_toed,Linnaeus’s two-toed sloth,1.131,5.826
2691,11.055,least_concern,63.687,two_toed,Linnaeus’s two-toed sloth,0.829,7.493
2692,9.743,least_concern,65.19,two_toed,Linnaeus’s two-toed sloth,0.262,5.958
2693,10.293,least_concern,65.338,two_toed,Linnaeus’s two-toed sloth,1.82,5.16
2694,9.84,least_concern,65.328,two_toed,Linnaeus’s two-toed sloth,0.572,5.253
2695,9.254,least_concern,66.97,two_toed,Linnaeus’s two-toed sloth,0.683,7.542
2696,10.778,least_concern,65.342,two_toed,Linnaeus’s two-toed sloth,0.828,4.535
2697,8.459,least_concern,65.1,two_toed,Linnaeus’s two-toed sloth,-0.103,3.89
2698,8.887,least_concern,65.148,two_toed,Linnaeus’s two-toed sloth,0.028,7.314
2699,7.608,least_concern,64.255,two_toed,Linnaeus’s two-toed sloth,-0.371,6.29
2700,9.523,least_concern,65.963,two_toed,Linnaeus’s two-toed sloth,-2.443,8.899
2701,7.26,least_concern,66.087,two_toed,Linnaeus’s two-toed sloth,-0.251,6.232
2702,7.735,least_concern,66.764,two_toed,Linnaeus’s two-toed sloth,-0.676,7.486
2703,6.732,least_concern,64.255,two_toed,Linnaeus’s two-toed sloth,-0.13,5.01
2704,10.6,least_concern,65.535,two_toed,Linnaeus’s two-toed sloth,1.153,6.669
2705,10.375,least_concern,64.693,two_toed,Linnaeus’s two-toed sloth,1.852,7.537
2706,10.496,least_concern,65.668,two_toed,Linnaeus’s two-toed sloth,-0.437,7.042
2707,9.49,least_concern,65.333,two_toed,Linnaeus’s two-toed sloth,-1.304,7.592
2708,6.605,least_concern,65.247,two_toed,Linnaeus’s two-toed sloth,-1.512,7.348
2709,9.155,least_concern,67.437,two_toed,Linnaeus’s two-toed sloth,0.311,7.764
2710,9.402,least_concern,65.113,two_toed,Linnaeus’s two-toed sloth,-0.926,5.594
2711,9.498,least_concern,65.782,two_toed,Linnaeus’s two-toed sloth,-0.735,6.05
2712,9.667,least_concern,65.742,two_toed,Linnaeus’s two-toed sloth,0.646,5.636
2713,10.358,least_concern,66.135,two_toed,Linnaeus’s two-toed sloth,0.206,7.0
2714,9.032,least_concern,64.87,two_toed,Linnaeus’s two-toed sloth,1.094,5.667
2715,8.374,least_concern,65.671,two_toed,Linnaeus’s two-toed sloth,-0.993,6.896
2716,10.276,least_concern,66.867,two_toed,Linnaeus’s two-toed sloth,0.38,6.018
2717,8.488,least_concern,65.769,two_toed,Linnaeus’s two-toed sloth,1.271,5.74
